Platzierung	ID	Titel
455	71144	Gaskessel = Kunstobjekt/Farbe an die Wand
456	71097	Mehr Information zu passenden Energiekonzepten und Finanzierung für kleinen Dachflächen im Innenstadtbereich
457	70187	Zwischennutzung Kaufhofareal Bad Cannstatt
458	71896	Schnelles Internet für Stuttgart-Mitte!
459	71978	Servicepoint Digitales stärken
460	70731	Busse sollten öfter fahren
461	71942	Stuttgart Vaihingen Hauptstr. fußgängerfreundlichere Ampelschaltung
462	70574	städtische Wohnungsbörse für barrierefreie seniorengerechte Wohnungen
463	71966	Baumschutzsatzung für Möhringen
464	71681	Geschwister von Kindern mit Behinderung stärken: Geschwisterclub des Kindergästehauses
465	71596	Schulbegleitende Integration aller SchülerInnen in das kulturelle, sportliche und soziale Gemeindeleben
466	70561	Diskriminierung von Menschen ohne Digitalkompetenz vermeiden
467	70257	Fußgängerampel am Bismarckplatz optimieren
468	70911	Standort der Sportklinik in Bad Cannstatt beibehalten
469	70926	Fahrradweg vom Budapester Platz Richtung Pragsattel
470	71005	Schneller Radweg zwischen Uni und Büsnau
471	71986	Stuttgart-Ost Blindenampel Kreuzung Talstraße-Landhausstraße
472	70120	Angebotsverbesserungen Stadtbahnlinie U8
473	72079	Sonderparkausweis für Handwerker
474	70071	Ampeln abschalten - Geld und CO2 sparen
475	71684	Angebote für Jugendliche in Kaltental schaffen
476	71829	Einrichtung eines Childhood-Hauses
477	71537	Fahrradweg Beleuchtung
478	71538	Zustimmungspflicht für Werbungs-&Wochenblatteinwürfe (Opt-in Verfahren)
479	70219	Kostenloser Nahverkehr
480	72067	Ganz Stuttgart barrierefrei
481	72155	Das Haus der Kulturen - Kreativer Ort für Begegnungen, Visionen und Kommunikation in Stuttgart
482	70709	Hegel-Gymnasium sanieren
483	72017	Mehr öffentliche Outdoor Basketballkörbe und Klimmzugstangen
484	70972	Radweg Königsträßle
485	71247	Wärmeres Wasser in den Hallenbädern
486	71427	Weilimdorf Anbindung ÖPNV
487	71653	Spielplatz Pappelgarten beim Bärenschlössle aufwerten
488	71126	BUNDESPROGRAMM Sprachkita sinnvoll weiterführen
489	71509	Radwegeweiterführung Nordbahnhofstraße Richtung Innenstadt
490	71707	Optimierung Radweg durch Kaltental aufwärts im Bereich vor Kreuzung Schwarzwaldstr.
491	70101	Rosensteinbrücke vordringlich erneuern
492	72207	Begegnungsräume Königstraße
493	70475	Mehrgenerationenspielplatz 'Geroksruhe' soll wieder Spielgerät für kleine Kinder bekommen.
494	70201	Sanierung Königin-Charlotte-Gymnasium (KCG)
495	71849	Bücherecke an zentraler Stelle
496	70206	10 Minuten Takt für U5 Killesberg
497	72059	Abenteuer Wald-Spielplatz für Gross und Klein - Kaltental
498	72251	Nachbarschaften machen eine Essbare Stadt Stuttgart
499	72447	Städtebauliche Änderungen im Bereich der B 14 vom Charlottenplatz bis zum Wilhelmsplatz
500	72229	Downhill-Strecken ausweisen bzw. \"wilde Strecken\" sperren
501	72327	Schnelle Reaktion beim mehrmaligen Signalanfordern bei Fußgängerampeln
502	72422	Kinderwagenrampe an der Treppe beim Wagenburgtunnelportal Ost
503	72431	Bücherschrank/Tausch-Schrank am Südheimer Platt
504	71920	Aufwertung des Leipziger Platzes
505	70716	Verlängerung U15
506	72082	Ampelschaltung für Fußgänger - mehr und längere Grünphasen für Fußgänger
507	72131	Seyfferstraße: Umwandlung in echte Spielstraße
508	70033	Tempo 20 an Spielplätzen einführen
509	71663	Pragfriedhof Haupteingang (Friedhofstrasse) barrierefreien Zugang einrichten
510	71732	Park- statt Kitagebühren erheben
511	70821	Blumenwiesen um den Spielplatz Heslacher Wand/Ziegelklinge
512	71214	Keine Parkplätze auf dem Bihlplatz
513	70542	Parkraummanagement im gesamten Stadtgebiet (wie in München)
514	71976	Neue Bleibe für Azubis
515	70810	Gaskessel Gaisburg, Umnutzung als Wärmespeicher
516	70168	Öffentlicher Zugang zur Mombach Quelle einrichten
517	71865	Keine weiteren Büros in Suttgart genehmigen
518	70258	Treffpunkte für sozial schwache Menschen , bzw für alle
519	72171	Schoettle-Areal: Personalstellen für Management und partizipative Entwicklung finanzieren
520	70025	Bau einer neuen Sporthalle mit Lehrschwimmbecken in Stammheim
521	70285	MEHR SPORT & CALISTHENICS PLÄTZE IM FREIEN
522	71149	Schutzstreifen in der Zeppelinstraße zum richtigen Radweg umwandeln.
523	71835	Radschnellweg von Degerloch zum Synergiepark Vaihingen auf verbreiterten Feldwegen
524	71384	Blinde und alte Fenster (bspw. nicht öffenbare) im Fanny-Leicht Gymnasium ersetzen etc.
525	70861	Zebrastreifen und Pflege für Stuttgarts Staffeln
526	70379	Inklusion, aber richtig
527	70748	Radweg S-Frauenkopf erstellen
528	71970	Erhalt von Freiflächen und naturpädagogische Projekte
529	71466	Akzeptabler Fußgängerüberweg Berliner Platz / Hohe Straße
530	71805	Fahrrad-Highway Marienplatz-Innenministerium
531	70685	Letzte/erste Fahrt U15 am Wochenende in/aus der Innenstadt ausweiten
532	70350	Verbesserung der ÖPNV Verbindung von Bad Cannstatt nach Stgt-Ost (Bspw. Buslinie 45)
533	70793	Hochbunker Pragsattel als Studentenwohnheim, Proberaum oder Reaktivierung und Begrünen
534	71997	Musikschulunterricht für Kita-Kinder
535	70482	Facility Manager für Kitas
536	70569	Wasserspielplatz für Kleinkinder, Kinder
537	72007	Grundsteuer senken - Stuttgarter Politik soll gegen das Gesetz Einspruch erheben
538	71558	Anlage Rote Wand
539	72127	Waschbär-Population frühzeitig begrenzen
540	72097	Fahrradweg in der Nordbahnhofstraße
541	71363	Verkehrsberuhigung Reinsburgstraße
542	70808	Neue Kleinbuslinie Weilimdorf - Solitude - Universität
543	71999	Stadtbahn: Quietschen, Brummen, Dröhnen...Lärm stoppen!
544	71911	Öffentliches Bücherregal Ecke Augusten-/Rotebühlstraße
545	72228	Stadtbahn-Fußgängerquerungen sicherer gestalten
546	70917	Haus der Jugendarbeit retten - Theaterhaus-Nebengebäude sanieren
547	70758	Mit Teer geflickte Gehwege und Plätzen reparieren
548	71516	U17 zügig realisieren
549	70192	Spielstrassen sicherer machen
550	70128	Skatepark Leonhardsviertel sanieren
551	70397	Basketballkorb im Killesbergpark
552	70157	5min-Takt für U6
553	71216	Fahrrad- und Fußgängerbrücke über die Hauptstätterstraße (Wilhelmsplatz / Leonhardsviertel)
554	72044	Sanierung Spielplatz Heslacher Wand
555	71223	Tafel in Zuffenhausen einrichten
556	71774	U-Bahn über Berliner Platz neu ordnen
557	70831	Fahrrradweg Landhausstr
558	70849	U-Bahn - 5 Min Takt
559	70001	Feuerbach - Hochwasserschutz verbessern
560	71906	Fahrradampel über die B14 zur Kernerstraße
561	72278	Öffentliche Toiletten im Rohrer Park
562	71773	übehaus
563	71545	Dashcams für alle Busse und Bahnen der SSB
564	72386	Fördern von Wärmepumpen mit natürlichen Kältemitteln
565	71115	Verbindung Marienplatz - HBF
566	70806	Hundesteuer anpassen
567	70079	Haus der Jugend in Botnang einrichten
568	70385	Ausbau U-Bahn Ringverkehr Stuttgart (U3)
569	70689	S4, S5, S6 oder S60 bis Stuttgart Flughafen erweitern
570	70557	Cannstatter Stadtbad erhalten
571	70669	Ruhebänkle aufstellen
572	72013	Gemeinsames Grün-Monitoring
573	72001	Graffitiwand am Sportbad
574	71862	Kreuzungsfreier Radweg zwischen Neckar Bad Cannstatt und B14 Ausbau planen
575	72073	Inklusiver Spielplatz
576	72091	Bodenbelag am Schlossplatz erneuern
577	71138	E-Bike-Lade-Schließfächer an öffentlichen Orten
578	70623	Aufgeblähte Presseabteilung reduzieren
579	71676	Gaskessel Talstraße als Energiekessel nutzen
580	71834	Klimawandel: Stellen für Bürgerbeteiligung und Quartiersarbeit schaffen
581	72439	Ausleihmöglichkeit von Leihfahrräder auch in Wohngebieten ermöglichen
582	70342	Skatepark in Stuttgart Vaihingen!!!
583	71733	Botnanger Radplan soll umgesetzt werden!
584	70405	Klimaneutralität 2035 nur mit eBussen
585	71573	Baggersee errichten
586	71180	Therapieplätze schaffen
587	71156	Ampelschaltung für Radfahrer am Hölderlinplatz sicherer machen - Stadtbahn fährt zu nah auf
588	71050	Badesee in Stuttgart-Vaihingen
589	70624	Jährlicher öffentlicher 10-Punkte Plan des Amts für Digitalisierung, Organisation und IT
590	71394	Senkung Gehälter Eigenbetriebe
591	70548	Mountainbike - Konzept
592	72356	Universität Mitte und Stadtgarten zum Sanierungsgebiet erklären und sanieren
593	71544	Kitawege kürzen
594	71904	Gablenberger Hauptstraße beruhigen
595	71646	Tischtennisplatten aus Polymerbeton
596	71324	Schülerlotse
597	71908	Ferienbetreuung der Ganztagesgrundschule auch für Regelklassen öffnen
598	70106	Mehr Ladesäulen für Elektroautos
599	70817	Lärmarme Fahrzeuge fördern
600	71842	Anzahl der Ampeln in Stuttgart verringern 
601	70255	Elisabethenanlage - Bodenbelag an der Tischtennisplatte verbessern
602	71779	Entschärfung Haltestelle Stöckach
603	72122	Bushaltestelle Schwab-/Reinsburgstraße ausbauen
604	72230	Fahrradabstellplatz an der Haltestelle Heumaden Bockelstraße erweitern und beleuchten
605	70815	Generell 30km/h außer auf Durchgangsstraßen
606	71812	Förderung des Internet-Ausbaus in Randgebieten
607	70351	Sanierungsoffensive für städtische Gebäude
608	71638	Radweg Untertürkheim-Luginsland
609	72003	Taubenkotproblem in der Stadtbahnhaltestelle Killesberg lösen
610	71370	Zebrastreifen im Industriegebiet Vaihingen
611	70224	Skatepark/ Pumptrack in Stuttgart-Ost errichten
612	71135	Baurecht in Industriegebieten zugunsten Wohnungsbau ändern
613	71799	Busringverkehr einrichten
614	72106	10-Minuten-Takt U 5 zum Killesberg vor Dezember 2025
615	71631	Weniger Diskriminierung gegen Radfahrern
616	70855	Mehr Jugend, Kultur und Vereinsräume in Stuttgart Vaihingen
617	71822	Bus von Degerloch über den Erwin-Schöttle-Platz nach Stuttgart-West
618	71891	Schleichverkehr in Fahrradstraßen verhindern
619	70728	Marktplatz in Vaihingen verbessern
620	72331	Fuß- und Radweg von der Böblinger Straße zum Österfeldweg sanieren
621	70103	Verlängerung der U13 von Hedelfingen über Neckarcenter und Pliensauvorstadt bis nach Esslingen
622	71150	Spielplatz Hauptmannsreute \"Go West\" renovieren & attraktiver machen
623	70359	Reduzierung Hebesätze Grundsteuer
624	72045	Fahrradweg am Rosensteinpark vorbei
625	72270	Verkehrsberuhigung Degerloch
626	71555	Mehr Sportplätze nicht nur Kinderspielplätze
627	70832	Barrierefreie Uferpromenade unter Münstersteg
628	70369	Kooperation von Tierheim und Strafvollzugsanstalt
629	71979	Streuobstwiesen und \"Filderbauern\"-Lehrpfad am Rohrer Weg
630	71453	Verkürzter Takt der Zahnradbahn nach Degerloch
631	71559	Ampelabschaltung vorlegen auf 22.00h
632	71876	Ebenerdige Parkplätze überbauen
633	70590	X1 Bus abschaffen
634	71839	Ahndung von Mißachtung des 1,5-m-Abstands beim Überholen von Fahrrädern
635	71318	Griffstangen in der Stadtbahn
636	70392	Bessere Beleuchtung der Karlshöhe
637	70883	Sanierungsbedarf auf Straßen, Wegen und Plätzen.
638	70613	Neue Feuerwache Feuerbach
639	72118	Lebenswerter Daimlerplatz
640	70994	Pflasterung vor dem Alten Schloss
641	72319	49 €-Ticket statt Jugend-Ticket BW
642	71208	Feuerbach - Bachschule: Tempo 30 und Verkehrssicherheit
643	71917	Aussichtsplattform reaktivieren
644	71010	Waldklettergarten und Waldlehrpfad für Kinder in der Region Plieningen, Birkach und Hohenheim
645	71964	Wohnungstauschbörse.
646	70070	Tempo 30 in Olgastraße und Einrichtungen von Lieferzonen
647	71468	Ampelschaltung am Wilhelmsplatz (Mitte)
648	70308	U13 - Bessere Anbindung von Weilimdorf, Giebel und Hausen nach Hedelfingen
649	71887	Einen Nature Hub für die Maker City im Rosensteinviertel
650	70306	Fließender Verkehr durch Kreisverkehre
651	70431	Kreuzung Botnanger Sattel / Bushaltestellen fertig stellen
652	70782	Bahnhof Untertürkheim zurück kaufen
653	71916	Sportplatz Hegelgymnasium für Allgemeinheit öffenen
654	71303	Öffentliche Sporthallen
655	72470	Opernsanierung - Übertreibung endet im finanziellen Desaster
656	70032	Verkehrsberuhigung Forststraße einführen
657	70428	Angebot der städtischen Deutschkurse + VABO Klassen ausbauen
658	71791	Einrichtung/Unterstützung einer Fachberatungsstelle für Männer*, die sexualisierte Gewalt erfahren haben
659	71033	Chancen der IBA’27 dringend nutzen
660	70632	‚Speedbumps‘ in Wohnvierteln, in denen viele Familien wohnen
661	71231	Sterile Injektionsräume für Suchterkrankte
662	70062	Sanierung Beläge Planie & Karlsplatz
663	71289	Beachvolleyballfeld in Stuttgart-Vaihingen
664	71315	Umsteigen mit der U1 am Charlottenplatz
665	70152	Angebotsverbesserungen Buslinie 42
666	71251	Fußquerungsinsel am Wilhelmsplatz
667	70246	Fußgänger-Überweg mit Ampel am Feuersee/Rote Kapelle
668	70995	Bolzplatz in Kaltental endlich sanieren
669	70521	Berliner Kissen vor Zebastreifen an allen Schulen/Kitas
670	71488	Jugendhaus in Plieningen
671	72391	Klimaschutz-Maßnahmen schwerpunktmäßig kommunizieren
672	71502	Bodenbeläge in der Innenstadt sanieren
673	70414	Fahrradwegauf der Inselstr. einrichten
674	71049	Mehr Ermäßigungen für Behinderte in Stuttgarter Museen und Wilhelma
675	71121	U-Bahn Halt Arndt/Spittastr. braucht oberen Ausgang
676	71848	Sanierung Degerloch Skatepark
677	72393	Gefährliche Radstreifen an Stresemannstraße ändern
678	71167	Erhalt der Mobilen Medienschule Stuttgart Ost (MoMO)
679	70915	Verkehrsberuhigung und Raser „drosseln“
680	70283	Asphaltierter Radweg zwischen Parkplatz Birkenkopf und Vaihingen bauen
681	70476	Urbanstraße als Fahrradstraße ausweisen
682	70681	Nachtbus bis Endhaltestelle Stammheim verlängern
683	70798	Basketballcourt in Nekar Vorstadt/Bad Cannstatt
684	70562	Die Bezirksbeiräte sind direkt zu wählen
685	71570	S-Bahn Verbindung nach Reutlingen
686	71435	Pumptrack am Westbahnhof
687	70185	Sportanlage / Calisthenics-Park im Schlossgarten
688	70651	Kaltweiße LED-Straßenbeleuchtung gegen warmweiße tauschen
689	70695	Schwimmhalle für Stuttgart Weilimdorf
690	70581	Sport in der Natur
691	70494	Seilbahn vom Ostendplatz zur Waldebene Ost
692	72070	Neubau Kleintierhaus auf der Jugendfarm Birkach
693	71445	Epplestraße - Fahrradweg bis zu Daimler TSS und weiter zu Fasanenhof
694	71871	Lichter für Fußweg im Hoppenlau-Friedhof
695	72143	Keine Betonwürfel mehr - mehr Ästhetik im öffentlichen Raum
696	71836	Schulcampus Bad Cannstatt
697	71853	Fahrradweg zwischen Birkach/Filderline und Riedenberg (Dorf)
698	70236	Mehr Sportplätze mit Basketballkörben und Toren
699	70007	Jobcenter soll keine überhöhten Mieten zahlen
700	71936	Buslinen 52 und 56 wieder bis Wilhelmsplatz
701	72294	Fanny-Leicht-Park beleuchten
702	71939	Stuttgart Vaihingen Hauptstr. Tempo 40
703	70083	Verkehrs-Spiegel anbringen für gefährliche Ecke bei Spielplatz in Dürrlewang
704	72361	R11 Schusterbahn zur S-Bahn ausbauen
705	70929	Begrünung und Fahrradweg Stadteingang Esslingen/Stuttgart
706	70065	SSB - Busdimension und Betriebszeit anpassen
707	70373	Ausbau U1 bis Freibad Rosental
708	72190	Feste, exklusive Parkplätze für Car Sharing in jeder Straße
709	72451	Fort- und Weiterbildung bei der Ausländerbehörde und Einbürgerungsstelle
710	71591	Fahrradstraße Klingenstr.
711	71546	DNA-Registrierung von Hunden
712	71090	Seilbahn Vaihingen bauen
713	70455	Hinweisschilder auf örtliche Sehenswürdigkeiten am Neckarradweg einrichten
714	71786	Einfache beidseitige Radwege auf den Otto-Konz- und den Otto-Hirsch-Brücken
715	72023	Tempo 30 Vaihinger Straße
716	70619	Busverbindung Vogelsang-Universität
717	70262	Turmforum Stuttgart 21 nicht mehr unterstützen
718	70653	Sicheren Radweg zur SportKultur schaffen
719	71870	Kennzeichnung und Überwachung der Tempo 30 Zonen
720	71897	Rosen für die Rosensteinstrasse
721	70781	Radführung Reinhold-Maier-Brücke / Neckarstraße sicherer gestalten
722	72177	Ausweisung von Wildschutzzonen zum Schutz des Rebhuhns
723	71418	Installation von energieeffizienter Solar LED-Straßenbeleuchtung Kemnater Strasse/Schwarzäckerweg (Schulweg)
724	72084	Plätze für Freiberger und Mönchfelder Jugendliche schaffen mit nachhaltigen Solarbänke
725	72299	Welthaus Stuttgart e.V. stärken
726	70579	Abkühlräume während heißer Sommertage
727	72436	Sicherer Schulweg Pestalozzi-Schule: Zebrastreifen über die Krehlstrasse
728	71431	Ampelschaltung B14 Rathaus - Leonhardskirche
729	71833	Klimaschutz konkret umsetzen durch das Abschalten des Motors beim Parken
730	71656	Begrünte E-Ladeinseln statt Parkplatz
731	70868	Spielplatz Hasenbergsteige
732	71215	Wasserspielplatz Sillenbuch
733	72028	Fläche unter der Paulinenbrücke
734	71489	Sanierung des Garnisionsschützenhaus schneller umsetzen
735	71405	Fortschreibung der Potenziale für den Wohnungsbau in Stuttgart
736	72249	Teilhabe an Schulen
737	71356	Anwohner Parkhaus bei Neubebauung im Westen
738	72110	Sportangebote für Kinder und Erwachsene
739	71147	Fahrrad- und Fußgängerbrücken über B27 zum Fasanenhof-Ost und über A8 nach Leinfelden
740	70159	Weg um die Parkseen neu schottern
741	71293	Rotlichtblitzer an Straßenampeln
742	72245	Parklets im gesamten Stadtbezirk errichten.
743	70383	Bus Linie 82 bis Dürrlewang zur U12 verlängern
744	72141	Keine Platz- oder Straßenumbenennungen
745	71220	Dauerhafte Verlängerung der Stammstrecke U29 Botnang - Hbf.
746	70819	Öffnungszeiten Hallenbad Feuerbach
747	70805	Brücken von Villa-Berg-Park in Schlossgarten
748	71423	Rollschuhbahn unter der Paulinenbrücke
749	72379	Erwerb Grundstück Fahrion Areal Stuttgart Feuerbach durch Stadt Stuttgart - Umsetzung ursprüngliche Flächenplanung
750	71380	Sitzbänke vahinger wald
751	71885	Ein Interimsgelände für den Stadtacker Wagenhallen e.V
752	72328	Sicherer Fahrradweg Unterländer Str., Zahn-Nopper-Str. bis Schwieberdinger Str.
753	71314	ÖPNV Anbindung der Schulen an der Uhlandshöhe
754	71320	Quartiersbuden mit \"Nachbarschaftshausmeister\" als Anlaufstelle für eine lebendige Nachbarschaft
755	70280	Reduzierung Stadtbahnlärm
756	70020	Kostenloses Streugut für Bewohner einführen
757	70259	Spielplatz in Botnang errichten
758	71357	Räum- und Streupflicht nachhaltig reduzieren
759	70024	Der Hanns-Martin-Schleyer-Halle einen politisch korrekten Namen geben
760	71263	Bürgerräte einrichten, Mitsprache stärken
761	72151	Mehr Unterstützung für kinderreiche Familien
762	71114	Biotonne verpflichtend einführen
763	72170	Baurechtsamt funktioniert nicht
764	71485	Schaffung zentraler Grüngut-Häckselplätze in allen Stadtteilen
765	71751	Fahrradverbindung zw. Feuerbach und Wolfbusch
766	71140	Mehr Geld für städtische Parkraumüberwachung
767	72344	Miserabler Zustand der Basketball-Sportplätze
768	71160	Das nächste große Zukunftsprojekt – Projektplattform zur B14
769	70008	Seelbergstraße komplett in Fußgängerzone umwandeln
770	72453	ÖPNV: kleinere Busse im Abend- und Nachtverkehr: Lärmbelästigung verringern
771	70699	Westunterführung an Bad Cannstatt Bf durchbinden
772	71806	Bolzplatz sanieren
773	71198	Parkbeleuchtung
774	71497	ÖPNV-Verbindung Sillenbuch nach Stuttgart-Ost
775	71438	Sportangebot für Alleinerziehende mit Kinderbetreuung
776	72006	Sommerrodelbahn
777	70573	Leibfriedscher Garten - Villa Moser
778	72409	Stadtbahn von Mönchfeld nach Mühlhausen
779	71581	Sichere Fußwege auf Friedhöfen
780	72263	Gehwegbeläge optisch ansprechend sanieren
781	70457	Nachnutzung ehemaliges Fahrion-Areal endlich vorantreiben
782	71401	Gedenken an das Stuttgarter Kabelattentat
783	71028	Killesbergbad: \"Kaltbaden\"
784	70105	Schaffung von Sitzgelegenheiten in der Jakob Holzinger Gasse am Ostendplatz.
785	71019	Bus 42er: Verlängern ab Endhaltestelle Erwin-Schöttle-Platz
786	72366	Ringlinie 42
787	71956	U34 bis nach Vaihingen fahren lassen
788	71330	Mehr Sicherheit! Fußgängerampel statt Warnleuchte
789	70057	Veranstaltungsmulde (IGA) für Veranstaltungen reaktivieren
790	72312	Ganztagsstandard an SBBZ analog den Grundschulen etablieren
791	70171	Radweg Verbesserungen Botnanger Straße - Lerchenstraße
792	72086	Zebrastreifen an der Gaußstraße
793	71162	Buslinie 92 verlängern
794	71204	Stärkung des „Dritten Ortes“ Bibliothek und Förderung der gewollten »Wärmestuben«
795	71163	Bau von Tangentialverbindungen
796	72205	Radwegeverbindung Hedelfingen/Innenstadt (Hauptradroute 2 nach Esslingen?)
797	70893	Ein Treffpunkt und Arbeitsort für StadtmacherInnen
798	71462	Ameisenbergstraße als Fahrradstraße
799	70358	Fußgänger vor Autofahrer. Standard: Fußgänger haben grün an Bedarfsampeln
800	70930	Mobilitätsportal für klimafreundliche Verkehrsentwicklung und Bürgerbeteiligung
801	72090	Rubensstrasse in beide Richtungen für den Fahrradverkehr freigeben
802	71334	Verkehrsberuhigung obere Rosenbergstraße
803	71562	Autostrassen Stuttgarts
804	70593	Calisthenics Anlage Stuttgart-West
805	70218	Seilbahn bauen
806	70645	Platz für unkommerzielle Raves schaffen
807	72153	Amphibiengewässer und Biotopsverbundsachsen ohne großen zusätzlichen Kostenaufwand
808	70489	Einführung städtischer Topf für bürgerschaftliches Engagement
809	71550	Tonbrennöfen reparieren in allen schulischen und sozialpädagogischen Einrichtungen
810	71450	Alte Weinsteige Nur noch für Anwohner, Taxifahrer und Radfahrer frei geben.
811	70179	Schulweg/Fußgängerüberwege Haltestelle Raitelsberg sicherer machen
812	70922	Eltern-Kind-Zentrum für Zuffenhausen
813	71432	Erweiterung des Skateplatzes Botnang
814	71914	LKW Verbot und Tempo 40 auf Solitudestraße
815	72419	Fußgängerampel in der Wagenburgstraße Höhe Kniebisstraße fußgängerfreundlicher schalten
816	70642	Grünbrücken über die Rotenwaldstraße und Geißeichstraße bauen
817	71980	Skatepark für Zuffenhausen
818	70467	Mehr Bouldermöglichkeiten im öffentlichen Raum
819	70515	Pyro-, Feuersicherheit und freundliche Polizei - Belehrung in Schulen integrieren
820	70216	Initiative für saubere Luft an Schulen und KiTas
821	70184	Neue Spielplätze errichten
822	70284	RAD LIFT AN HÄNGEN - Mini Zacke 2.0
823	71634	Aufwertung des Carl Benz Platzes in Untertürkheim
824	70785	Einführung eines Städtischen Pflegegeldes für Pflegebedürftige zuhause
825	72220	Spielgeräte Steinhaldenfeld
826	71071	Angabe der tatsächlichen Klimarelevanz bei Beschlüssen des Gemeinderates
827	70068	Beleuchtung für Fußgänger ausbauen
828	72058	ÖPNV zwischen Gerlingen und Möhringen/ Degerloch verbessern
829	71623	Verkehrsdurchfluss auf Hauptverkehrsadern durch Stuttgart verbessern
830	72311	Pendelverkehr für SBBZ
831	70661	Bürgerbeteiligung beim Carsharing-Ausbau
832	70073	Umwandlung Tennisanlage Sonnenberg in Mountainbike - Gelände
833	71101	Verbesserung Personalausstattung der Verkehrsüberwachung
834	72181	Slackline-Poller
835	71471	Lärmschutz für Altglascontainer
836	70384	Sanierung der \"Villa Eckstein\", Kindergarten in Birkach
837	72308	Calisthenics Park bis 21 Uhr beleuchten
838	70381	Bushaltestelle Linie 82 Pestalozzischule mit Bank und Überdachung ausstatten
839	71517	Infrastruktur am neuen Tiefbahnhhof
840	72056	Ampel am Westbahnhof an Verkehr anpassen
841	71102	Fahrradweg Mühlhausen-Mönchfeld
842	71777	Regelmäßige Müllsammlungs-Aktionen der AWS auf der Wangener Höhe und in anderen LSG
843	70587	Stoppen der Filialschließungen der BW-Bank. Garantieren der Nahversorgung mit elementaren Bankleistungen
844	72047	Stuttgarter Straße Tempo 30-Verkehrsberuhigung
845	70088	Flächendeckende Parkgebühren auf allen Stuttgarter Strassen einführen
846	71902	Rössle Weg pflegen
847	71439	Zahnradbahn Endhaltestelle Degerloch
848	71748	Tischtennisplatte
849	72121	Ranger für Stuttgart
850	71245	Pumptrack Schloßpark
851	72032	Umgestaltung Hechtkopf Neckar
852	70066	Wilhelmstr. vom Wilhelmsplatz bis Brunnenstr. als 30 km/h Zone ausweisen
853	71873	Geschwindigkeitsüberwachung Rotenwaldstraße
854	71484	Signalanlagen auf Kirchheimerstr. aufeinander abstimmen
855	70183	Fußgänger und Fahrradüberweg Nißlestraße Mineralbäder schaffen
856	70087	Buslinie 82 alle 10 Minuten fahren lassen
857	72051	Rettet die Gartenhäuser! - Gartenhausgebiete definieren
858	70647	Unterführung B10/B27/Bahn von Frankenstraße zu Schwieberdinger Str. fahrradgerecht gestalten
859	72241	Schluss mit den Sachbeschädigungen durch Sprayer
860	71007	Bauernmarkt für Plieningen und Birkach
861	71099	Städtebau auf Robinson Barracks ermöglichen
862	71288	Spielplatz für die kleinsten Kindern
863	71195	Mittagessen für alle Schüler der Pestalozzischule
864	70591	Verbesserung des woodpeckers
865	70278	Tempolimit 30 Dobelstr. / Sonnenbergstr. / Richard-Wagner-Str.
866	71953	Tempo 40 König-Karl-Straße
867	71096	Aufwertung Wohngebiet
868	71508	Schlossgartenarchitektur
869	70319	Baulich getrennten Fuß- und Radweg auf Panzerstraße schaffen
870	72296	Kameraüberwachung an öffentlichen Plätzen in Feuerbach
871	70985	Tempo 40 auf Kirchheimer Straße und Verkehrsüberwachung
872	72413	Überholverbotsblitzer entlang der Radrouten
873	70595	Stadtteilbezogene digitale Informations- und Diskussionsplattformen einrichten
874	70162	Indoor-Aktivitäten für die ganze Familie schaffen
875	71059	Abschaffung der 40 km/h Geschwindigkeitsbegrenzung an Steigungsstrecken
876	71042	Steuerungswirkung durch Gebührenanpassung (Erhöhung) für Anwohnerparkausweise
877	70126	Zebrastreifen Kreuzung Löwenstraße und Königsträßle einführen
878	70092	Hauptbahnhof zukunftsfähig gestalten
879	71886	Jugendtreffpunkt für 16 bis 22 Jährige in S-Hausen schaffen
880	70649	Überfahrrampen vor Kinderspielplatz
881	70132	RFID Chips anstatt Anwohnerparkausweis aus Pappe
882	70602	Rückkehr zur Vernunft
883	71898	Umwandlung von Läden in der Neckarvorstadt aufhalten
884	70675	Alte S-Bahn-Brücke erhalten
885	70420	Sicherer Schulweg Carl-Benz-Grundschule
886	70204	Pumptrack beim GSG erhalten
887	70518	Raserei am Rotweg
888	72274	Glemsgaustraße -Stuttgart Weilimdorf-Tempo 40.
889	71275	Umgestaltung Grünfläche im Kreuzungsbereich Spittastr./ Bebelstr.
890	71616	Radverkehr in der Emilienstrasse Vaihingen
891	70580	Zebrastreifen in der Sonnenbergstraße auf Höhe des St. Konrad Kindergartens
892	71789	Springbrunnenanlage im Klingenbachpark
893	70326	U-Bahn Anschluss Kemnat
894	72126	Im Ortsteil Hausen fehlt eine öffentliche Toilette
895	71532	Grünanlage Zamenhof grunderneuern
896	70013	Städtische Förderprogramme für barrierefreies und seniorengerechtes Bauen aktiv bewerben
897	70981	Ressourcenschonender Nahverkehr
898	71648	Obere Herrenberger Straße begrünen
899	70896	Einrichtung eines Zebrastreifens Hofener Straße / Viaduktstraße Bad Cannstatt
900	71045	Wanderausstellung in Stuttgart / jüdisches Eigentum sowie Juden und Ghettohäuser sichtbar machen
901	70631	Fläche zwischen Zazenhausen/Mühlhausen sowie Kornwestheim als Landschaftschutzgebiet ausweisen
902	71020	Historische Straßennamen mit NS Vergangenheit umgestalten
903	71087	Verlängerung der Fahrzeiten Busline 41
904	71346	Reinigung der Bordsteinkanten/Rinnsteine
905	70933	Kein Durchgangsverkehr auf der alten Weinsteige und im Lehenviertel
